dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,VbsrvBdadJw,https://www.youtube.com/watch?v=VbsrvBdadJw,"Top 3 Hand Clap Games | Lemonade, Sevens, Slide | Clapping Games for 2 players 👏","Learn how to play these 3 fun and easy clapping games: Lemonade, Sevens, and Slide! 00:17 Lemonade 00:45 Sevens ...",Podo Town English,2023-03-02T11:00:30Z,822487,6565,236,PT4M37S,10,positive,0.8,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,y6FqyhmMCmA,https://www.youtube.com/watch?v=y6FqyhmMCmA,BRILLIANT! Korean Acapella Group Maytree SHOCKS The Judges on Americas Got Talent,"Hey, if you hadn't had a chance to watch HERE are the best AGT 2023 auditions https://youtu.be/V55xv4zaXL8 What?",Talent Recap,2022-07-20T00:30:14Z,5164108,96993,863,PT4M27S,10,positive,0.8,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,LI64R1bjN7U,https://www.youtube.com/watch?v=LI64R1bjN7U,Mr. C The Slide Man - Cha Cha Slide Part 2,"Music video by Mr. C The Slide Man performing Cha Cha Slide Part 2. (C) 2000 Universal Records, a Division of UMG Recordings ...",MrCTheSlideManVEVO,2009-06-16T22:56:21Z,40479648,268752,4548,PT4M31S,10,positive,0.4,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,X7jSWdnoshw,https://www.youtube.com/watch?v=X7jSWdnoshw,"Jump Up, Bend Down ♫ Exercise Song for Kids ♫ Action Dance Song ♫ Kids Songs by The Learning Station","Jump Up, Bend Down ” exercise song for kids is a popular brain break, action and dance song for children sung by Don Monopoli ...",TheLearningStation - Kids Songs and Nursery Rhymes,2019-09-06T14:12:20Z,5392337,8761,0,PT4M20S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,QhXHINK7-o4,https://www.youtube.com/watch?v=QhXHINK7-o4,Slipknot - Psychosocial (Banjo cover ft. Leo Moracchioli),"Slipknot's ""Psychosocial"" with more banjos and straw hats. Leo Moracchioli on the vox: https://www.youtube.com/user/leolego ...",Rob Scallon,2017-08-28T13:01:45Z,30875803,750744,25320,PT4M37S,10,neutral,0.2,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,eyCw9D3srvQ,https://www.youtube.com/watch?v=eyCw9D3srvQ,Weird Animals In The World - The Dr. Binocs Show |  Best Learning Videos For Kids | Dr Binocs,"Hey kids, did you know there are over a million species of animals in the world! And scientists are still finding new species in the ...",Peekaboo Kidz,2017-11-17T12:26:12Z,4248728,17274,0,PT4M13S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,B9FzVhw8_bY,https://www.youtube.com/watch?v=B9FzVhw8_bY,The Dead South - In Hell I&#39;ll Be In Good Company [Official Music Video],"Official video for ""In Hell I'll Be In Good Company"" by The Dead South. Stream/Buy the full album, ""Good Company"": ...",The Dead South,2016-10-08T21:33:55Z,466541088,3117376,70579,PT4M10S,10,positive,0.7,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,dNr88R14bBA,https://www.youtube.com/watch?v=dNr88R14bBA,Blippi Visits The Dentist - Learn Healthy Habits for Kids! | Educational Videos for Kids,"Blippi visits the Dentist for a check-up and teeth cleaning where he meets Danny the Dinosaur, a fun plush toy for kids! In this ...",Blippi - Educational Videos for Kids,2022-06-04T11:00:29Z,7702530,11794,0,PT15M16S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,UUVxwaPuwzY,https://www.youtube.com/watch?v=UUVxwaPuwzY,PAW Patrol: A Day in Adventure Bay - Skye #1,PAW Patrol: A Day in Adventure Bay - Skye #1 Skye is fun-loving and loves to play and participate in fun activities with her fellow ...,PawPawGo,2020-02-05T10:15:14Z,44751399,53095,0,PT16M53S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,-FIwabRdvP8,https://www.youtube.com/watch?v=-FIwabRdvP8,What If All Mosquitoes Disappear? | World Without MOSQUITOES | The Dr Binocs Show | Peekaboo Kidz,What If Mosquitoes Went Extinct | Mosquito Diseases | What If All Mosquito Dies | Video On Mosquitoes | Mosquito Video | Insects ...,Peekaboo Kidz,2021-05-28T12:30:31Z,8455534,30568,0,PT5M31S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,_kctwd4w7R0,https://www.youtube.com/watch?v=_kctwd4w7R0,Good Vibrations (Official Music Video),REMASTERED IN HD! Official Music Video for Good Vibrations performed by Marky Mark and The Funky Bunch. #MarkyMark ...,MarkyMarkVEVO,2022-05-13T16:00:22Z,24860585,198179,10984,PT4M30S,10,positive,0.5,10.0
Go-go dance,Novelty and fad dances,Novelty and fad dances Go-go dance tutorial,uubH2ikgJPI,https://www.youtube.com/watch?v=uubH2ikgJPI,Evolution of Dance: the 80&#39;s to Now,"Art Teacher, Mr. Travis A. Thompson in the Reid Park Academy Talent Show 2013 Instagram: @travisathompson *I do not own the ...",sivARTtv,2013-06-06T12:42:01Z,15681747,238098,7936,PT4M56S,10,positive,0.6,10.0
Go-go dance,Novelty and fad dances,Novelty and fad dances Go-go dance tutorial,PqwgCpwLZBs,https://www.youtube.com/watch?v=PqwgCpwLZBs,Disco 29 Simple Moves - You Should Be Dancing,29 Super Simple Disco Moves to try. All put together in a 4 minute Dance to a great version of The Bee Gees You Should Be ...,Pete Gaston - Dance Music Movies Art,2021-01-24T05:15:07Z,738001,11918,653,PT12M40S,10,positive,1.0,10.0
Jitterbug,Novelty and fad dances,Novelty and fad dances Jitterbug tutorial,TZdvihA7Y1A,https://www.youtube.com/watch?v=TZdvihA7Y1A,DANCE CRAZES OF THE &#39;60S (Compiled by Toni Basil),FOR RESEARCH PURPOSES ONLY! I do not own any rights to the music or footage in this video. The Twist 0:16 Chubby ...,ToniBasilsHouse,2018-08-14T07:17:40Z,4498384,41144,2235,PT8M40S,10,positive,0.6,20.0
Jitterbug,Novelty and fad dances,Novelty and fad dances Jitterbug tutorial,KaSg-uRVWEI,https://www.youtube.com/watch?v=KaSg-uRVWEI,Doing The Lambeth Walk... step by step,"Kara and Justin show you the 1930s/40s novelty dance The Lambeth Walk, step by step. Recorded in lockdown for VE Day 75.",Jeep Jump Jive,2020-05-07T22:41:02Z,346,13,0,PT17M51S,0,,,
Madison,Novelty and fad dances,Novelty and fad dances Madison tutorial,osTXDfmckhU,https://www.youtube.com/watch?v=osTXDfmckhU,&quot;I AIN&#39;T NEVER BEEN WITH A BADDIE&quot; DANCE TUTORIAL (PT. 2) | TIKTOK DANCE STEP BY STEP,"The EASIEST TikTok dance tutorial you'll ever come across I love this TikTok dance and song called ""Own Brand Freestyle"" by ...",Learn How To Dance,2021-12-10T19:31:01Z,20029,347,41,PT7M39S,10,positive,0.5,10.0
Madison,Novelty and fad dances,Novelty and fad dances Madison tutorial,BOaCq1He6Tg,https://www.youtube.com/watch?v=BOaCq1He6Tg,HOW TO DO &quot;OWN BRAND FREESTYLE&quot; DANCE AKA &quot;I AIN&#39;T EVER BEEN WITH A BADDIE&quot; (EASY TIKTOK TUTORIAL),"The EASIEST TikTok dance tutorial you'll ever come across I love this TikTok dance and song called ""Own Brand Freestyle"" by ...",Learn How To Dance,2021-12-08T21:23:35Z,77602,1330,37,PT11M39S,10,positive,0.7,10.0
Turkey trot,Novelty and fad dances,Novelty and fad dances Turkey trot tutorial,ldau1pmuOak,https://www.youtube.com/watch?v=ldau1pmuOak,4 DANCE FADS FOR FALL | Exercise Ideas Inspired by Thanksgiving to Improve Coordination | Movement,Pediatric occupational therapist Amy Baez demonstrates four dance fads inspired by a Thanksgiving theme. You may also be ...,Playapy,2020-11-12T13:00:31Z,773,12,0,PT5M23S,0,,,
Turkey trot,Novelty and fad dances,Novelty and fad dances Turkey trot tutorial,P9Sz3vXCMd0,https://www.youtube.com/watch?v=P9Sz3vXCMd0,What&#39;s the STORY behind the TURKEY Trot dance craze of the 1900s?,Discover the fascinating history behind the iconic Turkey Trot dance craze that swept the nation in the 1900s. This energetic and ...,Adventures In Dance,2025-11-07T13:00:49Z,392,8,0,PT6M21S,0,,,
Twist,Novelty and fad dances,Novelty and fad dances Twist tutorial,TZdvihA7Y1A,https://www.youtube.com/watch?v=TZdvihA7Y1A,DANCE CRAZES OF THE &#39;60S (Compiled by Toni Basil),FOR RESEARCH PURPOSES ONLY! I do not own any rights to the music or footage in this video. The Twist 0:16 Chubby ...,ToniBasilsHouse,2018-08-14T07:17:40Z,4498384,41144,2235,PT8M40S,10,positive,0.6,20.0
Twist,Novelty and fad dances,Novelty and fad dances Twist tutorial,_fPwr3lVzlg,https://www.youtube.com/watch?v=_fPwr3lVzlg,13 Popular Party Dances,A medley of popular dances through the decades that have specific dance moves (as opposed to general repetitive moves like the ...,Kathy Makattack,2020-10-25T04:00:04Z,48242,357,11,PT5M23S,7,positive,0.2857,7.0
Country dance,Social dance,Social dance Country dance tutorial,YORegW3-hOc,https://www.youtube.com/watch?v=YORegW3-hOc,Texas Two Step for Beginners - A Complete Tutorial,"In this Texas Two Step tutorial, we'll show you everything you need to know to start dancing the two step. We'll include beginner ...",Social Dance Online,2022-12-28T21:00:11Z,394756,2586,104,PT11M20S,10,positive,0.7,20.0
Country dance,Social dance,Social dance Country dance tutorial,EAP1E-B5qk8,https://www.youtube.com/watch?v=EAP1E-B5qk8,Beginner Line Dance Lesson - Cowboy Hustle,Check out the very first video of our instructional line dance video series! We are starting out with basic dances (which are perfect ...,West Coast Country,2015-10-12T03:28:22Z,5786109,47496,858,PT6M32S,10,positive,0.6,10.0
Circle dance,Social dance,Social dance Circle dance tutorial,6XBIc6gTbig,https://www.youtube.com/watch?v=6XBIc6gTbig,Lerikos (Instruction),Dance instructions for the Greek Lerikos.,Folk Dance with Henry,2020-06-20T17:43:10Z,658,4,0,PT7M58S,0,,,
Circle dance,Social dance,Social dance Circle dance tutorial,iwh9CzOOT7E,https://www.youtube.com/watch?v=iwh9CzOOT7E,the missing link for social dancing casino,The option to move across the floor with a partner frees you from feeling like you need to constantly be coming up with turns.,Messina Dance,2024-07-07T04:59:59Z,4247,173,11,PT4M36S,5,positive,1.0,5.0
Line dance,Social dance,Social dance Line dance tutorial,bXTVQi2xzx4,https://www.youtube.com/watch?v=bXTVQi2xzx4,Yolanda Line Dance - Tutorial - Step and Repeat / Yolanda - Pastor Lopez &amp; Su Combo,Simple line dance for fun occasions to dance with family and friends! Enjoy! Song : Yolanda Artist: Pastor Lopez & Su Combo.,Social Line Dancing,2023-06-26T15:47:04Z,69075,583,37,PT4M35S,10,positive,1.0,10.0
Line dance,Social dance,Social dance Line dance tutorial,1WdGuYeV-Cc,https://www.youtube.com/watch?v=1WdGuYeV-Cc,An Awesome Easy Line Dance for Beginners  👉 Shivers Teach,Looking to learn some easy line dance steps? Look no further than this awesome easy line dance tutorial for beginners called ...,Social Dance Online,2023-10-23T21:00:00Z,107425,822,39,PT6M50S,10,positive,0.9,10.0
Round dance,Social dance,Social dance Round dance tutorial,q_fGrRqA9Js,https://www.youtube.com/watch?v=q_fGrRqA9Js,Lesson Two-Step 28 -  Strolling Vine,Strolling Vine is a Roundlab phase 3 Round Dance figure that is seen in many popular phase 2 dances. Strolling Vine is four ...,Dennis Viscanti,2024-04-13T16:26:58Z,3064,33,11,PT18M52S,6,positive,0.0,6.0
Round dance,Social dance,Social dance Round dance tutorial,LkawE25h7ZE,https://www.youtube.com/watch?v=LkawE25h7ZE,280 Waltz,Waltz Steps 0:13 Promenade Chasse 1:04 Right Turn 1:56 Right Turn and Spin 2:50 Check and Develope 4:04 Check and ...,BYU-I Social Dance,2024-03-04T05:24:22Z,1647,20,0,PT8M47S,0,,,
Square dance,Social dance,Social dance Square dance tutorial,p-wDn9QRjJ0,https://www.youtube.com/watch?v=p-wDn9QRjJ0,Video Square Dance Lessons - Mainstream Lesson #1A,"Defines Heads, Sides, Positions 1,2,3,4; Learn to Circle Left/Right, Do Sa Do, Forward & Back, Swing, Promenade, Promenade ...",cyberpoint,2011-04-23T01:49:58Z,783720,1576,47,PT5M3S,10,neutral,0.5,10.0
Square dance,Social dance,Social dance Square dance tutorial,YORegW3-hOc,https://www.youtube.com/watch?v=YORegW3-hOc,Texas Two Step for Beginners - A Complete Tutorial,"In this Texas Two Step tutorial, we'll show you everything you need to know to start dancing the two step. We'll include beginner ...",Social Dance Online,2022-12-28T21:00:11Z,394749,2586,104,PT11M20S,10,positive,0.7,20.0
Slow dance,Social dance,Social dance Slow dance tutorial,Jc1esMeDb5k,https://www.youtube.com/watch?v=Jc1esMeDb5k,How To Slow Dance - Social Dancing 101,Check out the rest of the moves on Amazon: ...,kgbrooklyn,2012-12-15T04:33:45Z,3974299,15765,653,PT6M7S,10,neutral,-0.3,10.0
Slow dance,Social dance,Social dance Slow dance tutorial,S1qp7r99DcE,https://www.youtube.com/watch?v=S1qp7r99DcE,"How to Slow Dance With a Girl (Weddings, Proms, Parties)","How to slow dance with a girl at any occasion!! How to slow dance with a girl at prom, at a wedding or at any social event!",Ballroom Feed,2020-09-06T10:00:11Z,3622377,89920,2832,PT12M29S,10,positive,0.4,10.0
Hip-hop dance,Street dance / Electronic dance,Street dance / Electronic dance Hip-hop dance tutorial,wucZxx-XaVA,https://www.youtube.com/watch?v=wucZxx-XaVA,15-Minute GROOVE Dance Follow-Along | Tristan Edpao | STEEZY.CO,Get up and dance with us in this 15-Minute GROOVE Dance Follow-Along led by Tristan Edpao. If you want to take more of these ...,STEEZY,2021-10-08T13:00:34Z,1559447,45876,444,PT15M45S,10,positive,1.0,10.0
Hip-hop dance,Street dance / Electronic dance,Street dance / Electronic dance Hip-hop dance tutorial,5xOAJA598uk,https://www.youtube.com/watch?v=5xOAJA598uk,THE ULTIMATE BEGINNER SHUFFLE TUTORIAL | Learn to Shuffle with these Foundational Moves,Hello friends! I've gotten so many requests on how to shuffle for beginners and where to start that I thought I'd create this beginner ...,Tori Nishino,2022-03-18T20:43:47Z,522002,10985,217,PT11M57S,10,positive,1.0,20.0
Breaking,Street dance / Electronic dance,Street dance / Electronic dance Breaking tutorial,5xOAJA598uk,https://www.youtube.com/watch?v=5xOAJA598uk,THE ULTIMATE BEGINNER SHUFFLE TUTORIAL | Learn to Shuffle with these Foundational Moves,Hello friends! I've gotten so many requests on how to shuffle for beginners and where to start that I thought I'd create this beginner ...,Tori Nishino,2022-03-18T20:43:47Z,522002,10985,217,PT11M57S,10,positive,1.0,20.0
Breaking,Street dance / Electronic dance,Street dance / Electronic dance Breaking tutorial,cfx2axLiodE,https://www.youtube.com/watch?v=cfx2axLiodE,Astronomia | Shuffle Challenge | Tuzelity Shuffle Dance 2024 | Simpapa (Симпа),Astronomia | Shuffle Challenge | Tuzelity Shuffle Dance 2024 | Simpapa (Симпа) ---------------------------------------- #tuzelityshuffle ...,Mina Dance,2023-12-30T11:11:56Z,13561961,40639,725,PT9M23S,10,positive,0.9,10.0
Electric Boogaloo,Street dance / Electronic dance,Street dance / Electronic dance Electric Boogaloo tutorial,F4kRAdr90hI,https://www.youtube.com/watch?v=F4kRAdr90hI,NO SPECIAL FX MR. STEEN POPPIN JOHN,,Talha Saleem,2014-03-23T14:11:14Z,64,0,0,PT4M19S,0,,,
Electric Boogaloo,Street dance / Electronic dance,Street dance / Electronic dance Electric Boogaloo tutorial,cw4YiDd-2ng,https://www.youtube.com/watch?v=cw4YiDd-2ng,Tecktonik First Pro Russian Tutorial (Electro Dance Lessons) - Basics by Fess,Tecktonik First Pro Russian Tutorial (Electro Dance Lessons) - Basics by Fess Watch all the parts online: tecktonik.ru.,tckfirst,2009-10-19T17:13:39Z,12867,26,0,PT7M2S,0,,,
Gangsta Walking,Street dance / Electronic dance,Street dance / Electronic dance Gangsta Walking tutorial,M08Hkmv8Uyw,https://www.youtube.com/watch?v=M08Hkmv8Uyw,How to C-Walk/B-Walk Hiphop Choreo - by Patty Moves 🔥🕺🏽 #walk #bwalk #cwalk #tutorial #dance,"In this video I mixed some C-Walk with some B-Walk moves in a short choreo, for some moves combinations. I hope that you are ...",Patty Moves,2022-10-23T17:30:03Z,3287,129,8,PT6M51S,7,positive,1.0,7.0
Gangsta Walking,Street dance / Electronic dance,Street dance / Electronic dance Gangsta Walking tutorial,Xx8Orkdd9Tc,https://www.youtube.com/watch?v=Xx8Orkdd9Tc,D.C. Gangsta Walking,"In This clip Ryan ""Future"" Webb and Johnte Cunningham are demonstrating the Washington D.C. style of the Gangsta Walkin or ...",Funk In Focus,2015-07-25T09:06:25Z,3898,70,4,PT4M21S,3,positive,0.6667,3.0
Harlem shake,Street dance / Electronic dance,Street dance / Electronic dance Harlem shake tutorial,j0O6Kv6ml2s,https://www.youtube.com/watch?v=j0O6Kv6ml2s,How To Do The Harlem Shake Dance (Baauer),"For more club dance lessons on DVD/Digital Download, visit http://www.pickupdance.com The Harlem Shake has taken the ...",Pickupdance,2013-02-23T03:55:45Z,19628,54,2,PT5M54S,2,positive,0.5,2.0
Harlem shake,Street dance / Electronic dance,Street dance / Electronic dance Harlem shake tutorial,UW3Y1nYtg4I,https://www.youtube.com/watch?v=UW3Y1nYtg4I,HARLEM SHAKE | Hip Hop Dance Workout,"Knowledge: The dance was created by Harlem resident Al B. (Albert Boyce) in 1981; the dance was initially called ""The Albee"".",Planet Calypso ,2024-05-14T22:00:18Z,1213,68,4,PT10M21S,3,positive,1.0,3.0
Locking,Street dance,Street dance Locking tutorial,nuo-6UKqBMI,https://www.youtube.com/watch?v=nuo-6UKqBMI,"Locking Basics | Moon Lee (2nd Nature, Korea) | Beginners Guide",Join my Training Group: https://www.patreon.com/Vincanitv Details: This tutorial is taught by Moon Lee who is a locker from Korea.,VincaniTV,2013-02-28T08:31:55Z,828198,13812,161,PT5M11S,10,positive,0.6,10.0
Locking,Street dance,Street dance Locking tutorial,y7_cQiktu7Y,https://www.youtube.com/watch?v=y7_cQiktu7Y,LOCKING DANCE | VIDEO TUTORIAL [23 Locking Basics + 8 Locking Combos] FOR BEGINNERS!,Locking Basics: 1. Strong Man/Up 2. Lock 3. Twirl 4. Pace 5. Point 6. Five/Clap 7. Volkswagen 8. Scooby Doo 9. Skeeter Rabbit 10 ...,Funky Bros Locking,2020-04-18T15:39:43Z,319060,10472,179,PT8M8S,10,positive,0.9,10.0
Popping,Street dance,Street dance Popping tutorial,MvbYzMbNuLo,https://www.youtube.com/watch?v=MvbYzMbNuLo,Popping Drills (Dance Moves Tutorials) Poppin John | MihranTV (@MIHRANKSTUDIOS),Dance Moves Tutorial for Popping Drills by Poppin John. Want more dance steps? Check out the Beginner Tutting Combo tutorial ...,MihranTV,2020-06-04T14:00:08Z,1301724,32771,530,PT11M9S,10,positive,0.8,10.0
Popping,Street dance,Street dance Popping tutorial,rQtbDqf9Rg0,https://www.youtube.com/watch?v=rQtbDqf9Rg0,PART 1 / Everyday 15 Minutes Popping Drills with Dassy Lee / EVERYDAY POPPING /Follow Along/Tutorial,Do this everyday with me! You will notice that your popping technique gets stronger and firmed! How to do arm pop technique ...,Dassy Lee (이인영),2023-07-24T18:26:11Z,219242,9001,130,PT15M32S,10,positive,0.8,10.0
Turfing,Street dance,Street dance Turfing tutorial,B0SutvGPGYk,https://www.youtube.com/watch?v=B0SutvGPGYk,TURFIN FUNDAMENTALS,In this tutorial I break down the fundamentals of TURF DANCE. I go over the technique of foundational movements such as the ...,DOPEY FRE$H,2021-01-26T00:24:38Z,824,70,0,PT10M1S,0,,,
Turfing,Street dance,Street dance Turfing tutorial,pmi_Q2RXqjk,https://www.youtube.com/watch?v=pmi_Q2RXqjk,Week 1: Master the Bounce | TurfShop Dance Tutorials,"Welcome to the first episode of the TurfShop Tutorials! Turfing isn't just a dance—it's a movement, a culture, and a way to ...",The.TurfShop,2025-01-30T22:00:39Z,599,48,5,PT6M46S,4,positive,1.0,4.0
Uprock,Street dance,Street dance Uprock tutorial,hvMkGyUNDG8,https://www.youtube.com/watch?v=hvMkGyUNDG8,HOW TO BREAKDANCE | UPROCK TUTORIAL | THEAMARIST,"Dans cette vidéo, je vais t'apprendre à faire des uprocks !!!   Mes tutos conviennent aux débutants, intermédiaires et aux avancés ...",THEAMARIST - Breakdance tutorial,2021-04-17T22:31:53Z,3926,181,22,PT8M27S,10,positive,0.8,10.0
